  id  | acts | expert_validated |                                                                title                                                                |                                                        author                                                        |                genre
 5719 |    5 | t                | Père intéressé ou les Vrais amis (Le)                                                                                               | Pellegrin (Simon-Joseph)                                                                                             | comédie
 5755 |    4 | t                | Amusements de l'automne ou les Temples d'Éphèse et de Gnide (Les)                                                                   | Fuzelier (Louis)                                                                                                     | comédie
 5718 |    3 | t                | Pastor-fido (Le)                                                                                                                    | Pellegrin (Simon-Joseph)                                                                                             | pastorale héroïque
 5741 |    1 | t                | Talisman (Le)                                                                                                                       | La Motte (Antoine Houdar de)                                                                                         | comédie
 5751 |    3 | t                | Amants déguisés (Les)                                                                                                               | Aunillon (Pierre-Charles-Fabiot)                                                                                     | comédie
 5726 |    3 | t                | Prince de Noisy (Le)                                                                                                                | Aigueberre (Jean Dumas d')                                                                                           | comédie héroïque
 5756 |    5 | t                | Bourgeoises de qualité (Les)                                                                                                        | Hauteroche (Noël Lebreton, sieur de)                                                                                 | comédie
 5730 |    1 | t                | Rendez-vous (Le)                                                                                                                    | La Fontaine (Jean de)                                                                                                | comédie
 5714 |    3 | t                | Notaire obligeant (Le)                                                                                                              | Dancourt (Florent Carton dit)                                                                                        | comédie
 5731 |    3 | t                | Rendez-vous des Tuileries ou le Coquet trompé (Le)                                                                                  | Baron (Michel Boyron dit)                                                                                            | comédie
 5737 |    1 | t                | Secret révélé (Le)                                                                                                                  | Palaprat (Jean de, sieur de Bigot)                                                                                   | comédie
 5721 |    1 | t                | Petit homme de la foire (Le)                                                                                                        | Raisin (Jacques)                                                                                                     | comédie
 5734 |    5 | t                | Rival de son maître (Le)                                                                                                            | Anonyme                                                                                                              | comédie
 5747 |    1 | t                | Voleur ou Titapapouf (Le)                                                                                                           | Longchamp (Charlotte Legrand, épouse Pitel de)                                                                       | comédie
 5739 |    1 | t                | Sot toujours sot ou le Marquis paysan (Le)                                                                                          | Brueys (David-Augustin de)                                                                                           | comédie
 5764 |    1 | t                | Eaux de Bourbon (Les)                                                                                                               | Dancourt (Florent Carton dit)                                                                                        | comédie
 5742 |    1 | t                | Temps présent ou le Triomphe du temps présent (Le)                                                                                  | Legrand (Marc-Antoine)                                                                                               | comédie
 5765 |    3 | t                | Empiriques (Les)                                                                                                                    | Brueys (David-Augustin de) ; Palaprat (Jean de)                                                                      | comédie
 5708 |    5 | t                | Marquis de l'industrie (Le)                                                                                                         | Anonyme                                                                                                              | comédie
 5720 |    1 | t                | Père supposé (Le)                                                                                                                   | Anonyme                                                                                                              | comédie
 5724 |    5 | t                | Point d'honneur (Le)                                                                                                                | Lesage (Alain-René)                                                                                                  | comédie
 5727 |    1 | t                | Prix de l'arquebuse (Le)                                                                                                            | Dancourt (Florent Carton dit)                                                                                        | comédie
 5745 |    1 | t                | Vert galant (Le)                                                                                                                    | Dancourt (Florent Carton dit)                                                                                        | comédie
 5758 |    3 | t                | Captifs (Les)                                                                                                                       | Roy (Pierre-Charles) ; La Font (Joseph de)                                                                           | comédie
 5769 |    1 | t                | Fêtes du cours (Les)                                                                                                                | Dancourt (Florent Carton dit)                                                                                        | comédie
 5753 |    1 | t                | Amants ridicules (Les) ou Les Triomphes du temps passé                                                                              | Legrand (Marc-Antoine)                                                                                               | comédie
 5750 |    3 | t                | Agioteurs (Les)                                                                                                                     | Dancourt (Florent Carton dit)                                                                                        | comédie
 5749 |    5 | t                | Adelphes ou L'École des pères (Les)                                                                                                 | Baron (Michel Boyron dit)                                                                                            | comédie
 5728 |    1 | t                | Procès des Sens (Le)                                                                                                                | Fuzelier (Louis)                                                                                                     | comédie
 5716 |    3 | t                | Paresseux (Le)                                                                                                                      | Launay, De                                                                                                           | comédie
 5723 |    3 | t                | Petit-maître corrigé (Le)                                                                                                           | Marivaux (Pierre de)                                                                                                 | comédie
 5762 |    1 | t                | Courses de Tempé (Les)                                                                                                              | Piron (Alexis)                                                                                                       | pastorale
 5733 |    3 | t                | Réveil d'Épiménide (Le)                                                                                                             | Poisson (Philippe)                                                                                                   | comédie
 5735 |    1 | t                | Rival secrétaire (Le)                                                                                                               | Desforges                                                                                                            | comédie
 5725 |    3 | t                | Pouvoir de la sympathie (Le)                                                                                                        | Boissy (Louis de)                                                                                                    | comédie
 5729 |    3 | t                | Rajeunissement inutile (Le)                                                                                                         | La Grange (ou Lagrange, Nicolas [de])                                                                                | comédie
 5757 |    1 | t                | Bouts-rimés (Les)                                                                                                                   | Saint-Glas (Pierre de, abbé de Saint-Ussans)                                                                         | comédie
 5732 |    1 | t                | Retour de l'Ombre de Molière (Le)                                                                                                   | Voisenon (Claude-Henri de Fusée de)                                                                                  | comédie
 5717 |    5 | t                | Parisien (Le)                                                                                                                       | Champmeslé (Charles Chevillet dit)                                                                                   | comédie
 5713 |    1 | t                | Niais de Sologne (Le)                                                                                                               | Raisin (Jacques)                                                                                                     | comédie
 5743 |    1 | t                | Triomphe de l'hiver (Le)                                                                                                            | Anonyme                                                                                                              | comédie
 5772 |    2 | t                | Fragments de Molière (Les)                                                                                                          | Champmeslé (Charles Chevillet dit)                                                                                   | comédie
 5780 |    3 | t                | Nicandres ou les Menteurs qui ne mentent point (Les)                                                                                | Boursault (Edme)                                                                                                     | comédie
 5792 |    5 | t                | Visionnaires (Les)                                                                                                                  | Desmarets de Saint-Sorlin (Jean)                                                                                     | comédie
 5812 |    5 | t                | Œdipe                                                                                                                               | Corneille (Pierre)                                                                                                   | tragédie
 5817 |    5 | t                | Panurge ou Les Aventures et le mariage de Panurge                                                                                   | Pousset de Montauban (Jacques)                                                                                       | comédie
 5815 |    5 | t                | Othon                                                                                                                               | Corneille (Pierre)                                                                                                   | tragédie
 5819 |    5 | t                | Pénélope                                                                                                                            | Genest (Charles-Claude)                                                                                              | tragédie
 5809 |    5 | t                | Nitétis                                                                                                                             | Danchet (Antoine)                                                                                                    | tragédie
 5823 |    3 | t                | Plutus                                                                                                                              | Legrand (Marc-Antoine)                                                                                               | comédie
 5811 |    5 | t                | Œdipe                                                                                                                               | La Motte (Antoine Houdar de)                                                                                         | tragédie
 5797 |    5 | t                | Mariamne                                                                                                                            | Nadal (Augustin)                                                                                                     | tragédie
 5783 |    5 | t                | Philosophes amoureux (Les)                                                                                                          | Destouches (Philippe Néricault dit)                                                                                  | comédie
 5805 |    1 | t                | Merlin peintre                                                                                                                      | La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)                                                            | comédie
 5771 |    3 | t                | Fous divertissants (Les)                                                                                                            | Poisson (Raymond)                                                                                                    | comédie
 5813 |    5 | t                | Oreste                                                                                                                              | Boyer (Claude, abbé) ; Le Clerc (Michel)                                                                             | tragédie
 5799 |    5 | t                | Marie Stuart, reine d'Écosse                                                                                                        | Boursault (Edme)                                                                                                     | tragédie
 5803 |    1 | t                | Merlin déserteur                                                                                                                    | Dancourt (Florent Carton dit)                                                                                        | comédie
 5822 |    5 | t                | Phocion                                                                                                                             | Campistron (Jean Galbert de)                                                                                         | tragédie
 5770 |    1 | t                | Fontanges maltraitées ou les Vapeurs (Les)                                                                                          | Baron (Michel Boyron dit)                                                                                            | comédie
 5820 |    5 | t                | Phaéton                                                                                                                             | Boursault (Edme)                                                                                                     | comédie
 5796 |    5 | t                | Mahomet second                                                                                                                      | Châteaubrun (Jean-Baptiste Vivien de)                                                                                | tragédie
 5774 |    5 | t                | Héraclides (Les)                                                                                                                    | Brie (de)                                                                                                            | tragédie
 5782 |    1 | t                | Petits Maîtres d'été (Les)                                                                                                          | Anonyme                                                                                                              | comédie
 5825 |    5 | t                | Polymneste ou Polymnestre                                                                                                           | Genest (Charles-Claude)                                                                                              | tragédie
 5788 |    1 | t                | Sœurs rivales (Les)                                                                                                                 | Anonyme                                                                                                              | comédie
 5814 |    5 | t                | Oreste et Pylade                                                                                                                    | La Grange-Chancel (François-Joseph de)                                                                               | tragédie
 5806 |    5 | t                | Montézume dernier roi du Mexique                                                                                                    | Ferrier de la Martinière (Louis)                                                                                     | tragédie
 5802 |    5 | t                | Méléagre                                                                                                                            | La Grange-Chancel (François-Joseph de)                                                                               | tragédie
 5775 |    5 | t                | Héraclides (Les)                                                                                                                    | Danchet (Antoine)                                                                                                    | tragédie
 5786 |    1 | t                | Rivaux d'eux-mêmes (Les)                                                                                                            | Anonyme                                                                                                              | comédie
 5781 |    1 | t                | Nouvellistes (Les)                                                                                                                  | Hauteroche (Noël Lebreton, sieur de)                                                                                 | comédie
 5795 |    5 | t                | Madame Artus                                                                                                                        | Dancourt (Florent Carton dit)                                                                                        | comédie
 5790 |    5 | t                | Tyndarides (Les)                                                                                                                    | Danchet (Antoine)                                                                                                    | tragédie
 5807 |    5 | t                | Mustapha et Zéangir                                                                                                                 | Belin (François)                                                                                                     | tragédie
 5787 |    5 | t                | Serments indiscrets (Les)                                                                                                           | Marivaux (Pierre de)                                                                                                 | comédie
 5818 |    5 | t                | Pélopée                                                                                                                             | Pellegrin (Simon-Joseph)                                                                                             | tragédie
 5777 |    1 | t                | Mécontents (Les)                                                                                                                    | Le Clerc de La Bruère (Charles-Antoine)                                                                              | comédie
 5793 |    1 | t                | Lucas et Perrette                                                                                                                   | Fagan (Barthélemy-Christophe)                                                                                        | comédie
 5821 |    5 | t                | Pharamond                                                                                                                           | Cahusac (Louis de)                                                                                                   | tragédie
 5794 |    5 | t                | Lysimachus                                                                                                                          | Caux de Montlebert (Gilles de)                                                                                       | tragédie
 5800 |    5 | t                | Maximien                                                                                                                            | La Chaussée (Pierre-Claude)                                                                                          | tragédie
 5801 |    5 | t                | Médus                                                                                                                               | Deschamps (François-Michel-Chrétien)                                                                                 | tragédie
 5798 |    5 | t                | Marie Stuart                                                                                                                        | Tronchin (François)                                                                                                  | tragédie
 5776 |    5 | t                | Joueurs (Les)                                                                                                                       | Champmeslé (Charles Chevillet dit)                                                                                   | comédie
 5804 |    3 | t                | Merlin la Chaconne                                                                                                                  | Dancourt (Florent Carton dit)                                                                                        | comédie
 5779 |    1 | t                | Mots à la mode (Les) /  Bons mots (Les) (titre alt.)                                                                                | Boursault (Edme)                                                                                                     | comédie
 5828 |    5 | t                | Pyrame et Thisbé                                                                                                                    | Pradon (Nicolas)                                                                                                     | comédie
 5844 |    5 | t                | Stilicon                                                                                                                            | Corneille (Thomas)                                                                                                   | tragédie
 5845 |    5 | t                | Suréna, général des Parthes                                                                                                         | Corneille (Pierre)                                                                                                   | tragédie
 5832 |    5 | t                | Romulus                                                                                                                             | La Motte (Antoine Houdar de)                                                                                         | tragédie
 5861 |    5 | t                | Zaïde                                                                                                                               | La Chapelle (Jean de)                                                                                                | tragédie
 5858 |    5 | t                | Virginie                                                                                                                            | Campistron (Jean Galbert de)                                                                                         | tragédie
 5829 |    5 | t                | Ragotin ou le Roman comique                                                                                                         | La Fontaine (Jean de)                                                                                                | comédie
 5856 |    5 | t                | Valérien                                                                                                                            | Riupeirous (Théodore de)                                                                                             | tragédie
 5830 |    5 | t                | Régulus                                                                                                                             | Pradon (Nicolas)                                                                                                     | tragédie
 5855 |    5 | t                | Tiridate                                                                                                                            | Campistron (Jean Galbert de)                                                                                         | tragédie
 5863 |    5 | t                | Zénobie                                                                                                                             | Anonyme                                                                                                              | tragédie
 5834 |    3 | t                | Sancho Pança                                                                                                                        | Du Fresny (Charles)                                                                                                  | comédie
 5841 |    5 | t                | Sésostris                                                                                                                           | Longepierre (Hilaire-Bernard de)                                                                                     | tragédie
 5826 |    5 | t                | Polixène                                                                                                                            | La Fosse (Antoine de)                                                                                                | tragédie
 5838 |    5 | t                | Scipion l'Africain                                                                                                                  | Pradon (Nicolas)                                                                                                     | tragédie
 1350 |    1 | t                | Esprit de contradiction (L')                                                                                                        | Du Fresny (Charles)                                                                                                  | comédie
 5850 |    5 | t                | Thésée                                                                                                                              | La Fosse (Antoine de)                                                                                                | tragédie
 5852 |    5 | t                | Tibère                                                                                                                              | Pellegrin (Simon-Joseph)                                                                                             | tragédie
 5839 |    5 | t                | Sémiramis                                                                                                                           | Gomez (Madeleine-Angélique de)                                                                                       | tragédie
 5843 |    5 | t                | Sophonisbe                                                                                                                          | La Grange-Chancel (François-Joseph de)                                                                               | tragédie
 5840 |    5 | t                | Sémiramis                                                                                                                           | Crébillon père (Prosper Jolyot de Crébillon dit)                                                                     | tragédie
 1345 |    1 | t                | Trois frères rivaux (Les)                                                                                                           | La Font (Joseph de)                                                                                                  | comédie
 5835 |    5 | t                | Sancho Pança gouverneur                                                                                                             | Dancourt (Florent Carton dit)                                                                                        | comédie
 5851 |    5 | t                | Tomyris                                                                                                                             | Barbier (Marie-Anne)                                                                                                 | tragédie
 5836 |    5 | t                | Saül                                                                                                                                | Nadal (Augustin)                                                                                                     | tragédie
 5854 |    1 | t                | Tontine (La)                                                                                                                        | Lesage (Alain-René)                                                                                                  | comédie
 5833 |    5 | t                | Sabinus et Éponine                                                                                                                  | Richer (Henri)                                                                                                       | tragédie
 5849 |    5 | t                | Thélamire                                                                                                                           | Lebrun (Denise)                                                                                                      | tragédie
 5846 |    5 | t                | Tarquin                                                                                                                             | Pradon (Nicolas)                                                                                                     | tragédie
 5848 |    5 | t                | Téléphonte                                                                                                                          | La Chapelle (Jean de)                                                                                                | tragédie
 5862 |    5 | t                | Zélonide, princesse de Sparte                                                                                                       | Genest (Charles-Claude)                                                                                              | tragédie
 1346 |    1 | t                | Triple mariage (Le)                                                                                                                 | Destouches (Philippe Néricault dit)                                                                                  | comédie
 5831 |    1 | t                | Renaud et Armide                                                                                                                    | Dancourt (Florent Carton dit)                                                                                        | comédie
 4857 |    3 | t                | Amphitryon                                                                                                                          | Molière (Jean-Baptiste Poquelin dit)                                                                                 | comédie
 4858 |    5 | t                | Andromaque                                                                                                                          | Racine (Jean)                                                                                                        | tragédie
 4905 |    1 |                  | Crispin précepteur                                                                                                                  | La Tuillerie (Jean-François Juvenon)                                                                                 | comédie
 4913 |    5 |                  | Dom Juan ou Le Festin de Pierre                                                                                                     | Molière (Jean-Baptiste Poquelin dit)                                                                                 | comédie
 4865 |    5 | t                | Ariane                                                                                                                              | Corneille (Thomas)                                                                                                   | tragédie
 4869 |    5 | t                | Astrate, roi de Tyr                                                                                                                 | Quinault (Philippe)                                                                                                  | tragédie
 4856 |    3 | t                | Amour pour amour                                                                                                                    | La Chaussée (Pierre-Claude)                                                                                          | comédie
 4848 |    5 | t                | Alzaïde                                                                                                                             | Linant (Nicolas-Michel)                                                                                              | tragédie
 4855 |    5 | t                | Amestris                                                                                                                            | Mauger                                                                                                               | tragédie
 4864 |    1 | t                | Aphos                                                                                                                               | Baragué                                                                                                              | comédie
 4854 |    5 | t                | Aménophis                                                                                                                           | Saurin (Bernard-Joseph)                                                                                              | tragédie
 4838 |    4 | f                | Adèle de Crécy                                                                                                                      | Dercy (P.)                                                                                                           | drame
 4862 |    5 | t                | Antipater                                                                                                                           | Portelance (Michel)                                                                                                  | tragédie
 4852 |    5 | t                | Amélie ou le Duc de Foix ou Le Duc de Foix                                                                                          | Voltaire (François-Marie Arouet dit)                                                                                 | tragédie
 4850 |    5 | t                | Amalazonte                                                                                                                          | Ximénès (Augustin-Louis de)                                                                                          | tragédie
 4839 |    5 | t                | Adèle de Ponthieu ou Adèle, comtesse de Ponthieu                                                                                    | La Place (Pierre-Antoine de)                                                                                         | tragédie
 4868 |    5 | t                | Astarbé                                                                                                                             | Colardeau (Charles-Pierre)                                                                                           | tragédie
 4843 |    5 | t                | Ajax                                                                                                                                | Poinsinet de Sivry (Louis)                                                                                           | tragédie
 4853 |    5 | t                | Amélise                                                                                                                             | Ducis (Jean-François)                                                                                                | tragédie
 4835 |    5 | t                | Adélaïde de Hongrie                                                                                                                 | Dorat (Claude-Joseph)                                                                                                | tragédie
 4840 |    5 | t                | Agathocle                                                                                                                           | Voltaire (François-Marie Arouet dit)                                                                                 | tragédie
 4837 |    2 | t                | Adélaïde ou l'Antipathie pour l'amour                                                                                               | Dudoyer de Gastels (Gérard)                                                                                          | comédie
 4844 |    5 | t                | Albert et Émilie                                                                                                                    | Dubuisson (Pierre-Ulric)                                                                                             | tragédie
 4863 |    1 | t                | Apelle et Campaspe                                                                                                                  | Voiron                                                                                                               | drame héroïque
 4861 |    5 | t                | Antigone ou la Piété fraternelle                                                                                                    | Doigny du Ponceau                                                                                                    | tragédie
 4847 |    5 | t                | Alphée et Zarine                                                                                                                    | Fallet (Nicolas)                                                                                                     | tragédie
 4871 |    5 | t                | Astyanax                                                                                                                            | Richerolle d'Avallon                                                                                                 | tragédie
 4867 |    5 | t                | Artaxerce                                                                                                                           | Le Mierre (Antoine-Marin)                                                                                            | tragédie
 4836 |    5 | t                | Adélaïde du Guesclin                                                                                                                | Voltaire (François-Marie Arouet dit)                                                                                 | tragédie
 4834 |    5 | t                | Absalon                                                                                                                             | Duché de Vancy (Joseph-François)                                                                                     | tragédie
 4849 |    5 | t                | Alzire ou les Américains                                                                                                            | Voltaire (François-Marie Arouet dit)                                                                                 | tragédie
 4841 |    5 | t                | Agis                                                                                                                                | Laignelot (Joseph François)                                                                                          | tragédie
