Id,Author,Title,Genre,Created At,Updated At,Acts,Prose Vers,Prologue,Musique Danse Machine
5702,Allainval (Léonor-Jean-Christine Soulas abbé d'),Le Mari curieux,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5701,Anonyme,Le Maréchal médecin ou les Houssards,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5700,Anonyme,Le Laquais fille,0,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,0,,,true
5699,Anonyme,Le jeune homme,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5698,Anonyme,Le Jaloux masqué,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,0,false,false
5697,"Brécourt (Guillaume Marcoureau, sieur de) ",Le Jaloux invlisible ou le Bonnet enchanté,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,vers,false,false
5696,Dufresny (Charles Rivière),Le Jaloux honteux de l'être,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,prose,false,false
5695,Baron (Michel Boyron dit),Le Jaloux,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5694,Anonyme,Le Gros lot de Marseille,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5693,Corneille (Thomas),Le Geôlier de soi-même ou Jodelet prince,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5692,Anonyme,Le Gentilhomme meunier,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,0,false,false
5691,Anonyme,Le Gênois,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,0,false,false
5690,Poisson (Raymond),Le Fou de qualité ou le Fou raisonnable,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,vers,false,false
5689,Rousseau (Jean-Baptiste),Le Flatteur,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,prose,false,false
5688,Hauteroche (Noël Lebreton de),Le Feint polonais ou la Veuve impertinente,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,prose,false,false
5687,Dufresny (Charles Rivière),Le Faux sincère,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
