ext_id|etype|birth_death_years|mainrole|mainform|firstname|firstname1|formcompl|lastname|firstname2|computedform|url
7433|Personne|1719- ?|Danseur|DESHAYES|Prosper-Didier|Prosper-Didier||DESHAYES||prosper-didier deshayes|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007433&ref=BIB00036570&p=1
7439|Personne|1798- ?|Comédien|DESPREZ|Alexandrine-Mélanie|Alexandrine-Mélanie||DESPREZ||alexandrine-mélanie desprez|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007439&ref=BIB00036570&p=1
7449|Personne|1798-1849|Comédien|DORVAL|Marie-Amélie|Marie-Amélie|Delaunay, femme Allan-Dorval, épouse Merle, dite Marie|DORVAL||marie-amélie dorval|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007449&ref=BIB00036570&p=1
7465|Personne|1784-1867|Comédien|DUMILATRE|Michel|Michel||DUMILATRE||michel dumilatre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007465&ref=BIB00036570&p=1
7467|Personne|1768-1852|Comédien|DUPARAI|Philippe Louis Etienne|Philippe Louis Etienne||DUPARAI||philippe louis etienne duparai|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007467&ref=BIB00036570&p=1
7468|Personne|1791-1864|Comédien|DUPONT|Charlotte-Louise-Valentine|Charlotte-Louise-Valentine|Rougeault de La Fosse, dite Mlle|DUPONT|Charlotte-Louise-Valentine|charlotte-louise-valentine dupont|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007468&ref=BIB00036570&p=1
7476|Personne|1773-1845|Comédien|DURUISSEL|Louis Joseph Pie|Louis Joseph Pie||DURUISSEL||louis joseph pie duruissel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007476&ref=BIB00036570&p=1
7518|Personne|1748- ?|Comédien|FROMENTIN|||Blainville fils, dit|FROMENTIN||fromentin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007518&ref=BIB00036570&p=1
7550|Personne|1785-1841|Comédien|GONTIER|Tonon Georges|Tonon Georges|Belloste, dit|GONTIER||tonon georges gontier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007550&ref=BIB00036570&p=1
7605|Personne|1795-1873|Comédien|Lafitte|Jean-Baptiste-Pierre|Jean-Baptiste-Pierre||Lafitte||jean-baptiste-pierre lafitte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007605&ref=BIB00036570&p=1
7678|Personne|1774-1837|Comédien|MARS aînée|Marie-Louise-Geneviève|Marie-Louise-Geneviève|Salvétat, dite Mlle|MARS aînée||marie-louise-geneviève mars aînée|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007678&ref=BIB00036570&p=1
7756|Personne|1799-1873|Comédien|POUGIN|Jean-Marie-Auguste|Jean-Marie-Auguste||POUGIN||jean-marie-auguste pougin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007756&ref=BIB00036570&p=1
7800|Personne|1788-1855|Comédien|ROUSSEL|Pierre-Simon-Jean|Pierre-Simon-Jean||ROUSSEL||pierre-simon-jean roussel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007800&ref=BIB00036570&p=1
8013|Personne|1671-1777|Comédien|FIERVILLE|Pierre|Pierre|Guichot, dit|FIERVILLE|Pierre|pierre fierville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008013&ref=BIB00036570&p=1
7818|Personne|1783-?|Comédien|SALPETRE|Udine Antoine Hyacinthe Gatine|Udine Antoine Hyacinthe Gatine||SALPETRE||udine antoine hyacinthe gatine salpetre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007818&ref=BIB00036570&p=1
7843|Personne|1793-1877|Comédien|THENARD|Louise|Louise|Durand, ép. Masson de Puitneuf, dite Louise|THENARD||louise thenard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007843&ref=BIB00036570&p=1
7855|Personne|1756 -?|Comédien|VADE|||Mlle|VADE||vade|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007855&ref=BIB00036570&p=1
7862|Personne|1793-1881|Comédien|Valmore|François-Prosper|François-Prosper|Lanchantin, dit Prosper|Valmore||françois-prosper valmore|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007862&ref=BIB00036570&p=1
7864|Personne|1756-1825|Comédien|VANHOVE|Ernest|Ernest||VANHOVE||ernest vanhove|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007864&ref=BIB00036570&p=1
7878|Personne|1791-1864|Comédien|VICTOR|Pierre-Antoine-Victor|Pierre-Antoine-Victor|Lerebours, dit|VICTOR||pierre-antoine-victor victor|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007878&ref=BIB00036570&p=1
7905|Personne|1630-1706|Comédien|BRIE|Catherine|Catherine|Le Clerc du Rozet, dite Mlle de|BRIE|Catherine|catherine brie|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007905&ref=BIB00036570&p=1
7906|Personne|1626-1695|Comédien|DU CROISY|||Philibert Gassot, sieur|DU CROISY||du croisy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007906&ref=BIB00036570&p=1
7908|Personne|1641-1700|Comédien|GUERIN|Armande-Grésinde-Claire-Elisabeth|Armande-Grésinde-Claire-Elisabeth|Béjart, dite Mlle Molière, puis|GUERIN|Armande|armande-grésinde-claire-elisabeth guerin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007908&ref=BIB00036570&p=1
7909|Personne|1634-1700|Comédien|HUBERT|André|André||HUBERT||andré hubert|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007909&ref=BIB00036570&p=1
7910|Personne|1639-1727|Comédien|LA GRANGE|Marie|Marie|Ragueneau de lEstang, dite Mlle|LA GRANGE|Marie|marie la grange|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007910&ref=BIB00036570&p=1
7913|Personne|1646-1690|Comédien|DAUVILLIERS|Nicolas|Nicolas|Dorné, sieur|DAUVILLIERS||nicolas dauvilliers|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007913&ref=BIB00036570&p=1
7915|Personne|1636-1709|Comédien|VERNEUIL|Achille|Achille|Varlet, dit|VERNEUIL|Achille|achille verneuil|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007915&ref=BIB00036570&p=1
7916|Personne|1649-1709|Comédien|DUPIN|Louise|Louise|Jacob de Montfleury, dite Mlle|DUPIN|Louise|louise dupin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007916&ref=BIB00036570&p=1
7919|Personne|1642-1698|Comédien|CHAMPMESLE|Marie|Marie|Desmares, dite Mlle|CHAMPMESLE|Marie|marie champmesle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007919&ref=BIB00036570&p=1
7920|Personne|1653-1729|Comédien|BARON|Michel|Michel|Boyron, dit|BARON|Michel|michel baron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007920&ref=BIB00036570&p=1
7923|Personne|1661-1730|Comédien|BARON|Charlotte|Charlotte|Le Noir de La Thorillière, dite Melle|BARON|Charlotte|charlotte baron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007923&ref=BIB00036570&p=1
7933|Personne|1653-1702|Comédien|RAISIN|Jacques|Jacques||RAISIN||jacques raisin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007933&ref=BIB00036570&p=1
7934|Personne|1659-1731|Comédien|LA THORILLIERE|Pierre|Pierre|Le Noir, sieur de|LA THORILLIERE||pierre la thorilliere|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007934&ref=BIB00036570&p=1
7935|Personne|1663-1725|Comédien|DANCOURT|Marie-Thérèse|Marie-Thérèse|Le Noir de La Thorillière, dite Mlle|DANCOURT|Marie-Thérèse|marie-thérèse dancourt|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007935&ref=BIB00036570&p=1
7937|Personne|1651-1737|Comédien|DU RIEU|Anne|Anne|Pitel de Longchamps, dite Mlle|DU RIEU|Anne|anne du rieu|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007937&ref=BIB00036570&p=1
7942|Personne|1648-1723|Comédien|DU PERIER|François|François|Du Mourier, dit|DU PERIER|François|françois du perier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007942&ref=BIB00036570&p=1
7943|Personne|1658-1735|Comédien|POISSON|Paul-Jean-Jules|Paul-Jean-Jules||POISSON||paul-jean-jules poisson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007943&ref=BIB00036570&p=1
7945|Personne|1658-[1715]|Comédien|SEVIGNY|François|François|de La Traverse, sieur de|SEVIGNY||françois sevigny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007945&ref=BIB00036570&p=1
7946|Personne|1675-1729|Comédien|DU FEY|Marie-Anne||Marie-Anne|Deschamps de Villiers|Marie-Anne|marie-anne deschamps de villiers|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007946&ref=BIB00036570&p=1
7947|Personne|1650-1701|Comédien|VILLIERS|Catherine|Catherine|Raisin, dite Mlle de|VILLIERS|Catherine|catherine villiers|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007947&ref=BIB00036570&p=1
7948|Personne|1662-1725|Comédien|BEAUBOUR|Pierre|Pierre|Trochon, sieur de|BEAUBOUR||pierre beaubour|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007948&ref=BIB00036570&p=1
7951|Personne|1676-[1702]|Comédien|VILLIERS|François-Claude|François-Claude|Deschamps, dit de|VILLIERS|François-Claude|françois-claude villiers|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007951&ref=BIB00036570&p=1
7952|Personne|1676-1711|Comédien|BARON fils|Etienne-Michel|Etienne-Michel|Boyron, dit|BARON fils|Etienne-Michel|etienne-michel baron fils|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007952&ref=BIB00036570&p=1
7954|Personne|1664-1736|Comédien|DU FEY|Pierre-Louis|Pierre-Louis|Villot, sieur|DU FEY||pierre-louis du fey|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007954&ref=BIB00036570&p=1
7956|Personne|1674-1719|Comédien|FONPRE|Elisabeth-Françoise|Elisabeth-Françoise|Clavel, dite Mlle|FONPRE|Elisabeth-Françoise|elisabeth-françoise fonpre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007956&ref=BIB00036570&p=1
7958|Personne|1682-1753|Comédien|DESMARES|Christine-Antoinette-Charlotte|Christine-Antoinette-Charlotte||DESMARES||christine-antoinette-charlotte desmares|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007958&ref=BIB00036570&p=1
7959|Personne|1684-1745|Comédien|DANCOURT|Marie-Anne-Armande|Marie-Anne-Armande|Carton, dite Manon|DANCOURT|Marie-Anne-Armande|marie-anne-armande dancourt|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007959&ref=BIB00036570&p=1
7960|Personne|1685-1780|Comédien|DANCOURT|Marie-Anne-Michelle|Marie-Anne-Michelle|Carton, dite Mimi|DANCOURT|Marie-Anne-Michelle|marie-anne-michelle dancourt|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007960&ref=BIB00036570&p=1
7961|Personne|1676-1769|Comédien|DANGEVILLE tante|Marie-Hortense|Marie-Hortense|Racot de Grandval, dite Mlle|DANGEVILLE tante|Marie-Hortense|marie-hortense dangeville tante|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007961&ref=BIB00036570&p=1
7963|Personne|1673-1718|Comédien|PONTEUIL|Nicolas-Etienne|Nicolas-Etienne|Le Franc, sieur de|PONTEUIL||nicolas-etienne ponteuil|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007963&ref=BIB00036570&p=1
7964|Personne|1665-1743|Comédien|DANGEVILLE|Charles-Claude|Charles-Claude|Botot, dit|DANGEVILLE|Charles-Claude|charles-claude dangeville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007964&ref=BIB00036570&p=1
7966|Personne|1674-1757|Comédien|DU BOCCAGE|Antoine|Antoine|Chantrelle, dit|DU BOCCAGE|Antoine|antoine du boccage|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007966&ref=BIB00036570&p=1
7970|Personne|1687-1745|Comédien|QUINAULT laîné|J.-B.|J.-B.|Maurice, dit|QUINAULT laîné|J.-B.|j.-b. quinault laîné|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007970&ref=BIB00036570&p=1
7972|Personne|1686-1769|Comédien|CLAVAREAU|Jean-Augustin|Jean-Augustin||CLAVAREAU||jean-augustin clavareau|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007972&ref=BIB00036570&p=1
7973|Personne|1693-1767|Comédien|QUINAULT-DUFRESNE|Abraham Alexis|Abraham Alexis|Quinault, dit|QUINAULT-DUFRESNE|Abraham Alexis|abraham alexis quinault-dufresne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007973&ref=BIB00036570&p=1
7976|Personne|1685-1737|Comédien|MOLIGNY|Etienne|Etienne|Milache, dit de|MOLIGNY|Etienne|etienne moligny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007976&ref=BIB00036570&p=1
7978|Personne|1695-1791|Comédien|QUINAULT laînée|Marie-Anne-Catherine|Marie-Anne-Catherine|dite Mlle|QUINAULT laînée||marie-anne-catherine quinault laînée|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007978&ref=BIB00036570&p=1
7979|Personne|1692-1757|Comédien|GAUTIER|Marie-Jeanne|Marie-Jeanne||GAUTIER||marie-jeanne gautier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007979&ref=BIB00036570&p=1
7980|Personne|1692-1730|Comédien|LECOUVREUR|Adrienne|Adrienne|Couvreur, dite Mlle|LECOUVREUR|Adrienne|adrienne lecouvreur|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007980&ref=BIB00036570&p=1
7982|Personne|1699-1783|Comédien|QUINAULT cadette|Jeanne-Françoise|Jeanne-Françoise|dite Mlle|QUINAULT cadette||jeanne-françoise quinault cadette|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007982&ref=BIB00036570&p=1
7987|Personne|1701-1762|Comédien|JOUVENOT|Anne-Louise|Anne-Louise|de Heydecamp, dite Mlle|JOUVENOT|Anne-Louise de|anne-louise jouvenot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007987&ref=BIB00036570&p=1
7989|Personne|1694-1778|Comédien|LIVRY|Suzanne-Catherine|Suzanne-Catherine|du Gravet de Corsembleu de|LIVRY||suzanne-catherine livry|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007989&ref=BIB00036570&p=1
7992|Personne|1702-1767|Comédien|LABATTE|Jeanne-Elisabeth|Jeanne-Elisabeth||LABATTE||jeanne-elisabeth labatte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007992&ref=BIB00036570&p=1
7993|Personne|1704-1769|Comédien|LA MOTTE|Marianne-Hélène|Marianne-Hélène|de Mottes, dite Mlle|LA MOTTE|Marianne-Hélène de|marianne-hélène la motte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007993&ref=BIB00036570&p=1
7994|Personne|1702-1779|Comédien|DU BOCCAGE|Jeanne-Laurence|Jeanne-Laurence|Chantrelle, dite Mlle|DU BOCCAGE|Jeanne-Laurence|jeanne-laurence du boccage|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007994&ref=BIB00036570&p=1
7995|Personne|1699-1765|Comédien|ARMAND|François Armand|François Armand|Huguet, dit|ARMAND|François Armand|françois armand armand|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007995&ref=BIB00036570&p=1
7996|Personne|1705-1767|Comédien|DE SEINE|Catherine-Marie-Jeanne|Catherine-Marie-Jeanne|Dupré, dite Mlle|DE SEINE|Catherine-Marie-Jeanne|catherine-marie-jeanne de seine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007996&ref=BIB00036570&p=1
7997|Personne|1696-1753|Comédien|POISSON de ROINVILLE|François-Arnoult|François-Arnoult|Poisson, dit|POISSON de ROINVILLE|François-Arnoult|françois-arnoult poisson de roinville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007997&ref=BIB00036570&p=1
7998|Personne|1693-1758|Comédien|DU BREUIL|Pierre-Jean|Pierre-Jean|Guichon, dit|DU BREUIL|Pierre-Jean|pierre-jean du breuil|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007998&ref=BIB00036570&p=1
8000|Personne|1708-1753|Comédien|DUCHEMIN fils|Pierre-Jacques|Pierre-Jacques|Chemin, dit|DUCHEMIN fils|Pierre-Jacques|pierre-jacques duchemin fils|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008000&ref=BIB00036570&p=1
8002|Personne|1695-1743|Comédien|MONTMENY|Louis-René-André|Louis-René-André|Le Sage, dit|MONTMENY|Louis-René-André|louis-rené-andré montmeny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008002&ref=BIB00036570&p=1
8006|Personne|1689-1762|Comédien|SARRAZIN|Pierre-Claude|Pierre-Claude||SARRAZIN||pierre-claude sarrazin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008006&ref=BIB00036570&p=1
8007|Personne|1701-1742|Comédien|BARON|Louise-Charlotte-Catherine|Louise-Charlotte-Catherine|Boyron, dite Mlle|BARON|Louise-Charlotte-Catherine|louise-charlotte-catherine baron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008007&ref=BIB00036570&p=1
8008|Personne|1714-1796|Comédien|DANGEVILLE la Jeune|Marie-Anne|Marie-Anne|Botot, dite Mlle|DANGEVILLE la Jeune|Marie-Anne|marie-anne dangeville la jeune|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00008008&ref=BIB00036570&p=1
