ext_id|etype|birth_death_years|mainrole|mainform|firstname|firstname1|formcompl|lastname|firstname2|computedform|url
AUT00000979|Personne|1739-1778|Dessinateur|Fesch|Johann Ludwig Werhard|Johann Ludwig Werhard|ou Faesch|Fesch||johann ludwig werhard fesch|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00000979&ref=BIB00036570&p=1
AUT00000986|Personne|1733-1816|Comédien|CAILLOT|Joseph|Joseph||CAILLOT||joseph caillot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00000986&ref=BIB00036570&p=1
AUT00000988|Personne|1735-1795|Comédien|CLAIRVAL|Jean-Baptiste|Jean-Baptiste|Guignard, dit|CLAIRVAL||jean-baptiste clairval|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00000988&ref=BIB00036570&p=1
AUT00000989|Personne|1696-1788|Auteur|Richelieu|Armand|Armand|de Vignerot du Plessis, duc de|Richelieu||armand richelieu|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00000989&ref=BIB00036570&p=1
AUT00001198|Personne|1745 / 1792-08-29|Auteur|Rosoy|Barnabé Farmian de|Barnabé Farmian de|Durosoi|Rosoy||barnabé farmian de rosoy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001198&ref=BIB00036570&p=1
AUT00001222|Personne|1592-1655|Auteur|GASSENDI|Pierre|Pierre||GASSENDI||pierre gassendi|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001222&ref=BIB00036570&p=1
AUT00001229|Personne|1668-12-11 / 1750-11-11|Auteur|Zeno|Apostolo|Apostolo||Zeno||apostolo zeno|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001229&ref=BIB00036570&p=1
AUT00001231|Personne|1758-1818|Auteur|Mayeur de Saint-Paul|François-Marie|François-Marie||Mayeur de Saint-Paul||françois-marie mayeur de saint-paul|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001231&ref=BIB00036570&p=1
AUT00001235|Personne|1793-03-03 / 1873-04-27|Comédien|Macready|Charles William|Charles William||Macready||charles william macready|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001235&ref=BIB00036570&p=1
AUT00001236|Personne|1775-03-30 / 1836-08-08|Auteur|Lemazurier|Pierre-David|Pierre-David||Lemazurier||pierre-david lemazurier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001236&ref=BIB00036570&p=1
AUT00001238|Personne|1762-1839|Auteur|Boaden|James|James||Boaden||james boaden|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001238&ref=BIB00036570&p=1
AUT00001240|Personne|17.. / 1824-09-15|Auteur|Mague de Saint-Aubin|Jacques-Antoine|Jacques-Antoine||Mague de Saint-Aubin||jacques-antoine mague de saint-aubin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001240&ref=BIB00036570&p=1
AUT00001263|Personne|1672-01-17 / 1731-10-26|Auteur|Houdart de la Motte|Antoine|Antoine||Houdart de la Motte||antoine houdart de la motte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001263&ref=BIB00036570&p=1
AUT00001264|Personne|1798-1870||Bourbon|Marie Caroline Ferdinande Louise, de|Marie Caroline Ferdinande Louise, de|Princesse des Deux-Siciles, duchesse de Berry|Bourbon||marie caroline ferdinande louise, de bourbon|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001264&ref=BIB00036570&p=1
AUT00001265|Personne|1740 / 1814-02-21|Journaliste|Geoffroy|Julien-Louis|Julien-Louis||Geoffroy||julien-louis geoffroy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001265&ref=BIB00036570&p=1
AUT00001266|Personne|1782-1862|Auteur|Descombes|Jean Charles François Maurice|Jean Charles François Maurice||Descombes||jean charles françois maurice descombes|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001266&ref=BIB00036570&p=1
AUT00001273|Personne|1668-12-13 / 1747-11-17|Auteur|Lesage|Alain-René|Alain-René||Lesage||alain-rené lesage|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001273&ref=BIB00036570&p=1
AUT00001274|Personne|16..-1766|Auteur|Orneval d||||Orneval d||orneval d|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001274&ref=BIB00036570&p=1
AUT00001294|Personne|1751-1838|Auteur|Beffara|Louis-François|Louis-François||Beffara||louis-françois beffara|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001294&ref=BIB00036570&p=1
AUT00001296|Personne|1741-1818|Auteur|Chalumeau|François-Marie|François-Marie||Chalumeau||françois-marie chalumeau|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001296&ref=BIB00036570&p=1
AUT00001308|Personne|1765-[1830]|Auteur|Guy|Jean-Henri|Jean-Henri||Guy||jean-henri guy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001308&ref=BIB00036570&p=1
AUT00001359|Personne|1767-1832|Auteur|Beauchamp|Alphonse, de|Alphonse, de||Beauchamp||alphonse, de beauchamp|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001359&ref=BIB00036570&p=1
AUT00001360|Personne|1750-1827||Frédéric-Auguste Ier de Saxe|||Le Juste, dit|Frédéric-Auguste Ier de Saxe||frédéric-auguste ier de saxe|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001360&ref=BIB00036570&p=1
AUT00001374|Personne|1634-1693|Auteur|LA FAYETTE|Marie-Madeleine de|Marie-Madeleine de|La Fayette, Marie-Madeleine Pioche de La Vergne (comtesse de)|LA FAYETTE||marie-madeleine de la fayette|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001374&ref=BIB00036570&p=1
AUT00001521|Personne|17.. - 17..|Peintre|Barat|Pierre-Martin|Pierre-Martin||Barat||pierre-martin barat|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001521&ref=BIB00036570&p=1
AUT00001574|Personne|1759-1824|Auteur|WOLF|Friedrich|Friedrich||WOLF||friedrich wolf|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001574&ref=BIB00036570&p=1
AUT00001647|Personne|1750-1806|Graveur|Dumarest|Rambert|Rambert||Dumarest||rambert dumarest|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001647&ref=BIB00036570&p=1
AUT00001680|Personne|1792-1868|Compositeur|Rossini|Gioachino|Gioachino||Rossini||gioachino rossini|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001680&ref=BIB00036570&p=1
AUT00001856|Personne|1589-1670|Auteur|Bueil|Honorat de|Honorat de|Racan|Bueil||honorat de bueil|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001856&ref=BIB00036570&p=1
AUT00001874|Personne|1706-1790|Autres|FRANKLIN|Benjamin|Benjamin||FRANKLIN||benjamin franklin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001874&ref=BIB00036570&p=1
AUT00001879|Personne|1740-1802|Comédien|ARNOULD|Sophie|Sophie||ARNOULD||sophie arnould|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001879&ref=BIB00036570&p=1
AUT00001880|Personne|1755-1821|Chanteur|DUGAZON|Louise-Rosalie|Louise-Rosalie|née Lefèvre|DUGAZON||louise-rosalie dugazon|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00001880&ref=BIB00036570&p=1
AUT00002104|Personne|1767-1830|Auteur|CONSTANT|Benjamin|Benjamin||CONSTANT||benjamin constant|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002104&ref=BIB00036570&p=1
AUT00002118|Personne|1795-1866|Photographe|Vallou de Villeneuve|Julien|Julien||Vallou de Villeneuve||julien vallou de villeneuve|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002118&ref=BIB00036570&p=1
AUT00002121|Personne|1753-1801|Auteur|RIVAROL|Antoine de|Antoine de||RIVAROL||antoine de rivarol|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002121&ref=BIB00036570&p=1
AUT00002148|Personne|1769 - 1846|Editeur commercial|BARBA|Jean-Nicolas|Jean-Nicolas||BARBA||jean-nicolas barba|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002148&ref=BIB00036570&p=1
AUT00002150|Personne|1776-1843|Auteur|OURRY|E.T. Maurice|E.T. Maurice||OURRY||e.t. maurice ourry|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002150&ref=BIB00036570&p=1
AUT00002151|Personne|1780-?|Auteur|SAUVAN|Jean-Baptiste-Balthazar|Jean-Baptiste-Balthazar||SAUVAN||jean-baptiste-balthazar sauvan|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002151&ref=BIB00036570&p=1
AUT00002155|Personne|1784-1863|Auteur|CHARRIN|Pierre Joseph|Pierre Joseph||CHARRIN||pierre joseph charrin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002155&ref=BIB00036570&p=1
AUT00002159|Personne|1773-1841|Auteur|AUDIFFRET|Pierre-Hyacinthe|Pierre-Hyacinthe||AUDIFFRET||pierre-hyacinthe audiffret|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002159&ref=BIB00036570&p=1
AUT00002163|Personne|1769-1840|Auteur|COUSIN DAVALLON|Charles-Yves|Charles-Yves||COUSIN DAVALLON||charles-yves cousin davallon|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002163&ref=BIB00036570&p=1
AUT00002169|Personne|1714-1779|Auteur|LA PORTE|Joseph de|Joseph de||LA PORTE||joseph de la porte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002169&ref=BIB00036570&p=1
AUT00002170|Personne|1701-1784|Auteur|MOUHY DE FIEUX|Charles|Charles|Chevalier de|MOUHY DE FIEUX||charles mouhy de fieux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002170&ref=BIB00036570&p=1
AUT00002171|Personne|1727-1779|Auteur|PIDANSAT de MAIROBERT|Mathieu-François|Mathieu-François||PIDANSAT de MAIROBERT||mathieu-françois pidansat de mairobert|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002171&ref=BIB00036570&p=1
AUT00002172|Personne|1777-1851|Directeur de publication|BEUCHOT|Adrien-Jean-Quentin|Adrien-Jean-Quentin||BEUCHOT||adrien-jean-quentin beuchot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002172&ref=BIB00036570&p=1
AUT00002174|Personne|1711-1797|Auteur|FORMEY|Johann Heinrich Samuel|Johann Heinrich Samuel||FORMEY||johann heinrich samuel formey|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002174&ref=BIB00036570&p=1
AUT00002180|Personne|1760-1819|Auteur|REGNAUD de SAINT-JEAN-dANGELY|Michel|Michel||REGNAUD de SAINT-JEAN-dANGELY||michel regnaud de saint-jean-dangely|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002180&ref=BIB00036570&p=1
AUT00002182|Personne|1710-1787|Directeur de publication|PHILIPPE de PRETOTS|Etienne-André|Etienne-André|Abbé|PHILIPPE de PRETOTS||etienne-andré philippe de pretots|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002182&ref=BIB00036570&p=1
AUT00002183|Personne|1684-1735|Auteur|VAN EFFEN|Justus|Justus||VAN EFFEN||justus van effen|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002183&ref=BIB00036570&p=1
AUT00002184|Personne|1685-1745|Auteur|GUYOT DES FONTAINES|Pierre-François|Pierre-François||GUYOT DES FONTAINES||pierre-françois guyot des fontaines|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002184&ref=BIB00036570&p=1
AUT00002242|Personne|1632-?|Auteur|PASCAL|Françoise|Françoise||PASCAL||françoise pascal|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002242&ref=BIB00036570&p=1
AUT00002318|Personne|1798-1868|Fondateur|DUBOCHET|Jacques, Julien|Jacques, Julien||DUBOCHET||jacques, julien dubochet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002318&ref=BIB00036570&p=1
AUT00002353|Personne|1740-1815|Fondateur|SAUTREAU de MARSY|Claude-Sixte|Claude-Sixte||SAUTREAU de MARSY||claude-sixte sautreau de marsy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002353&ref=BIB00036570&p=1
AUT00002354|Personne|1738-1793|Directeur de publication|MATHON de La COUR|Charles, Joseph|Charles, Joseph||MATHON de La COUR||charles, joseph mathon de la cour|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002354&ref=BIB00036570&p=1
AUT00002365|Personne|1798-1867|Fondateur|VERON|Louis|Louis||VERON||louis veron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002365&ref=BIB00036570&p=1
AUT00002392|Personne|1790-1854|Directeur de publication|ARAGO|Jacques Etienne Victor|Jacques Etienne Victor||ARAGO||jacques etienne victor arago|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002392&ref=BIB00036570&p=1
AUT00002395|Personne|1798-1869|Directeur de publication|CHALONS dARGE|Auguste-Philibert|Auguste-Philibert||CHALONS dARGE||auguste-philibert chalons darge|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002395&ref=BIB00036570&p=1
AUT00002401|Personne|1770-1830|Fondateur|MARTAINVILLE|Alphonse, Louis, Dieudonné|Alphonse, Louis, Dieudonné||MARTAINVILLE||alphonse, louis, dieudonné martainville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002401&ref=BIB00036570&p=1
AUT00002406|Personne|1774-1851|Editeur scientifique|GALLOIS|Léonard|Léonard||GALLOIS||léonard gallois|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002406&ref=BIB00036570&p=1
AUT00002407|Personne|1734-1810|Fondateur|CORANCEZ|Olivier de|Olivier de||CORANCEZ||olivier de corancez|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002407&ref=BIB00036570&p=1
AUT00002408|Personne|1744-1805|Directeur de publication|DUSSIEUX|Louis|Louis||DUSSIEUX||louis dussieux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002408&ref=BIB00036570&p=1
AUT00002409|Personne|1754-1835|Fondateur|ROEDERER|Pierre - Louis|Pierre - Louis||ROEDERER||pierre - louis roederer|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002409&ref=BIB00036570&p=1
AUT00002410|Personne|1690-1771|Directeur de publication|BACHAUMONT|Louis Petit de|Louis Petit de||BACHAUMONT||louis petit de bachaumont|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002410&ref=BIB00036570&p=1
AUT00002412|Personne|1742-1815|Directeur de publication|SABATIER|Antoine|Antoine|Abbé, dit Sabatier de Castres|SABATIER||antoine sabatier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002412&ref=BIB00036570&p=1
AUT00002413|Personne|1733-1817|Directeur de publication|SUARD|Jean, Baptiste, Antoine|Jean, Baptiste, Antoine||SUARD||jean, baptiste, antoine suard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002413&ref=BIB00036570&p=1
AUT00002414|Personne|1721-1784|Directeur de publication|ARNAUD|François|François|Abbé Arnaud|ARNAUD||françois arnaud|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002414&ref=BIB00036570&p=1
AUT00002415|Personne|1743-1794|Directeur de publication|RUTLEDGE|James|James|Chevalier de Rutlidge|RUTLEDGE||james rutledge|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002415&ref=BIB00036570&p=1
AUT00002416|Personne|1718-1776|Fondateur|FRERON|Elie|Elie||FRERON||elie freron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002416&ref=BIB00036570&p=1
AUT00002417|Personne|1672-1744|Directeur de publication|ROQUE|Antoine de la|Antoine de la||ROQUE||antoine de la roque|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002417&ref=BIB00036570&p=1
AUT00002418|Personne|1648-1724|Directeur de publication|Du FRESNY|Charles|Charles||Du FRESNY||charles du fresny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002418&ref=BIB00036570&p=1
AUT00002577|Personne|1604-1676|Auteur|HEDELIN|François|François|abbé dAubignac|HEDELIN||françois hedelin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002577&ref=BIB00036570&p=1
AUT00002578|Personne|1770-1831|Auteur|HEGEL|Georg Wilhelm Friedrich|Georg Wilhelm Friedrich||HEGEL||georg wilhelm friedrich hegel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002578&ref=BIB00036570&p=1
AUT00002785|Personne|1756-1819|Peintre|Van Gorp|Henri-Nicolas|Henri-Nicolas||Van Gorp||henri-nicolas van gorp|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002785&ref=BIB00036570&p=1
AUT00002878|Personne|1769-1834|Auteur|BOURRIENNE|Louis Antoine Fauvelet de|Louis Antoine Fauvelet de||BOURRIENNE||louis antoine fauvelet de bourrienne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002878&ref=BIB00036570&p=1
AUT00002880|Personne|1769-1821|Auteur|BONAPARTE|Napoléon|Napoléon||BONAPARTE||napoléon bonaparte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002880&ref=BIB00036570&p=1
AUT00002881|Personne|1781-1824|Auteur|BEAUHARNAIS|Eugène de|Eugène de||BEAUHARNAIS||eugène de beauharnais|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002881&ref=BIB00036570&p=1
AUT00002882|Personne|1783-1837|Auteur|BEAUHARNAIS|Hortense de|Hortense de||BEAUHARNAIS||hortense de beauharnais|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002882&ref=BIB00036570&p=1
AUT00002884|Personne|1766-1842|Auteur|LAS CASES|Emmanuel de|Emmanuel de||LAS CASES||emmanuel de las cases|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002884&ref=BIB00036570&p=1
AUT00002885|Personne|1770-1846|Auteur|OUVRARD|Gabriel-Laurent|Gabriel-Laurent||OUVRARD||gabriel-laurent ouvrard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002885&ref=BIB00036570&p=1
AUT00002886|Personne|1766-1817|Auteur|DE STAEL|Germaine|Germaine||DE STAEL||germaine de stael|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002886&ref=BIB00036570&p=1
AUT00002887|Personne|1769-1854|Auteur|NORVINS|Jacques Marquet de Montbreton de|Jacques Marquet de Montbreton de||NORVINS||jacques marquet de montbreton de norvins|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002887&ref=BIB00036570&p=1
AUT00002891|Personne|1777-1860||CLARY|Désirée|Désirée||CLARY||désirée clary|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00002891&ref=BIB00036570&p=1
AUT00003044|Personne|1759-1832|Dessinateur|AUGUSTIN|Jean-Baptiste|Jean-Baptiste||AUGUSTIN||jean-baptiste augustin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003044&ref=BIB00036570&p=1
AUT00003079|Personne|1797-1856|Auteur|HEINE|Heinrich|Heinrich||HEINE||heinrich heine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003079&ref=BIB00036570&p=1
AUT00003095|Personne|1599-1655|Auteur|DU BOIS-HUS|Gabriel|Gabriel||DU BOIS-HUS||gabriel du bois-hus|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003095&ref=BIB00036570&p=1
AUT00003100|Personne|1403-1461|Auteur|CHARLES VII||||CHARLES VII||charles vii|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003100&ref=BIB00036570&p=1
AUT00003113|Personne|1785-1827|Dessinateur|DESENNE|Alexandre Joseph|Alexandre Joseph||DESENNE||alexandre joseph desenne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003113&ref=BIB00036570&p=1
AUT00003115|Personne|1787-1870|Auteur|ANTIER|Benjamin|Benjamin||ANTIER|Benjamin|benjamin antier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003115&ref=BIB00036570&p=1
AUT00003225|Personne|1610-1659|Auteur|BEYS|Charles|Charles||BEYS||charles beys|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003225&ref=BIB00036570&p=1
AUT00003282|Personne|1786-1858|Dessinateur|MEUNIER|Jean-Baptiste|Jean-Baptiste||MEUNIER||jean-baptiste meunier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003282&ref=BIB00036570&p=1
AUT00003308|Personne|1613-1701|Auteur|CHEVREAU|Urbain|Urbain||CHEVREAU||urbain chevreau|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003308&ref=BIB00036570&p=1
AUT00003309|Personne|1610-1652|Auteur|DESFONTAINES|Nicolas Mary sieur|Nicolas Mary sieur||DESFONTAINES||nicolas mary sieur desfontaines|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003309&ref=BIB00036570&p=1
AUT00003318|Personne|1743-1795|Autres|Comte de Cagliostro|Alexandre|Alexandre|Guiseppe Balsamo dit|Comte de Cagliostro||alexandre comte de cagliostro|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003318&ref=BIB00036570&p=1
AUT00003328|Personne|1641-1728|Auteur|LA MONNOYE|Bernard de|Bernard de||LA MONNOYE||bernard de la monnoye|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003328&ref=BIB00036570&p=1
AUT00003329|Personne|1623-1662|Auteur|PASCAL|Blaise|Blaise||PASCAL||blaise pascal|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003329&ref=BIB00036570&p=1
AUT00003330|Personne|1546-1606|Auteur|DESPORTES|Philippe|Philippe||DESPORTES||philippe desportes|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003330&ref=BIB00036570&p=1
AUT00003331|Personne|1530-1563|Auteur|LA BOETIE|Etienne de|Etienne de||LA BOETIE||etienne de la boetie|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003331&ref=BIB00036570&p=1
AUT00003413|Personne|1796-1846|Comédien|DEBUREAU|Jean-Gaspard|Jean-Gaspard||DEBUREAU||jean-gaspard debureau|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003413&ref=BIB00036570&p=1
AUT00003414|Personne|1794-1872|Comédien|ARNAL|Etienne|Etienne||ARNAL||etienne arnal|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003414&ref=BIB00036570&p=1
AUT00003422|Personne|1797-1849|Dessinateur|BOUCHARDY|Etienne|Etienne||BOUCHARDY||etienne bouchardy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003422&ref=BIB00036570&p=1
AUT00003440|Personne|1640-1714|Autres|FRAPIN|Pierre|Pierre||FRAPIN||pierre frapin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003440&ref=BIB00036570&p=1
AUT00003443|Personne|1620-1685|Autres|MAUVILLAIN|Armand-Jean de|Armand-Jean de||MAUVILLAIN||armand-jean de mauvillain|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003443&ref=BIB00036570&p=1
AUT00003461|Personne|1757-1823|Comédien|KEMBLE|John Philip|John Philip||KEMBLE||john philip kemble|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003461&ref=BIB00036570&p=1
AUT00003492|Personne|1564-1593|Auteur|MARLOWE|Christopher|Christopher||MARLOWE||christopher marlowe|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003492&ref=BIB00036570&p=1
AUT00003722|Personne|1736-1807|Peintre|SAINT-AUBIN|Augustin|Augustin||SAINT-AUBIN||augustin saint-aubin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003722&ref=BIB00036570&p=1
AUT00003730|Personne|1755-1805|Comédien|SUETT|Richard|Richard||SUETT||richard suett|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003730&ref=BIB00036570&p=1
AUT00003737|Personne|1794-1854|Chanteur|RUBINI|Giovanni Battista|Giovanni Battista||RUBINI||giovanni battista rubini|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003737&ref=BIB00036570&p=1
AUT00003752|Personne|1592-1635|Graveur|CALLOT|Jacques|Jacques||CALLOT||jacques callot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003752&ref=BIB00036570&p=1
AUT00003811|Personne|1751-1824|Peintre|LEMOINE|Jacques-Antoine-Marie|Jacques-Antoine-Marie||LEMOINE||jacques-antoine-marie lemoine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003811&ref=BIB00036570&p=1
AUT00003822|Personne|1795-1868|Costumier|Duponchel|Edmond|Edmond||Duponchel||edmond duponchel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003822&ref=BIB00036570&p=1
AUT00003824|Personne|1790-1854|Auteur|ARAGO|Jacques|Jacques||ARAGO||jacques arago|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003824&ref=BIB00036570&p=1
AUT00003853|Personne|1721-1784|Auteur|ANSEAUME|Louis|Louis||ANSEAUME||louis anseaume|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003853&ref=BIB00036570&p=1
AUT00003854|Personne|1734-1795|Auteur|MUSSOT|Jean-François|Jean-François|dit Arnould|MUSSOT||jean-françois mussot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003854&ref=BIB00036570&p=1
AUT00003870|Personne|1673-1722|Dessinateur|GILLOT|Claude|Claude||GILLOT||claude gillot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003870&ref=BIB00036570&p=1
AUT00003872|Personne|1787-1865|Dessinateur|HEIM|François-Joseph|François-Joseph||HEIM||françois-joseph heim|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003872&ref=BIB00036570&p=1
AUT00003994|Personne|1635-1719|Auteur|Aubigné|Françoise d|Françoise d|marquise de Maintenon|Aubigné||françoise d aubigné|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00003994&ref=BIB00036570&p=1
AUT00004005|Personne|1767-1824|Peintre|GIRODET-TRIOSON|Anne-Louis|Anne-Louis||GIRODET-TRIOSON||anne-louis girodet-trioson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=AUT00004005&ref=BIB00036570&p=1
